id;name;geoid;geoname;value;datetime
612;Precio mercado SPOT Intradiario Sesión 1;3;España;38.58;2019-03-06T00:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;38.01;2019-03-06T01:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;37.99;2019-03-06T02:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;35.48;2019-03-06T03:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;35.68;2019-03-06T04:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;37.99;2019-03-06T05:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;40.84;2019-03-06T06:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;49.01;2019-03-06T07:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;53.5;2019-03-06T08:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;52.91;2019-03-06T09:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;49.63;2019-03-06T10:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;45.9;2019-03-06T11:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;43.88;2019-03-06T12:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;41;2019-03-06T13:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;42.8;2019-03-06T14:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;42.99;2019-03-06T15:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;42.78;2019-03-06T16:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;45.71;2019-03-06T17:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;52.46;2019-03-06T18:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;49.28;2019-03-06T19:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;53.8;2019-03-06T20:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;53.5;2019-03-06T21:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;46;2019-03-06T22:00:00+01:00
612;Precio mercado SPOT Intradiario Sesión 1;3;España;38.01;2019-03-06T23:00:00+01:00
