id;name;geoid;geoname;value;datetime
615;Precio mercado SPOT Intradiario Sesión 4;3;España;42.43;2019-03-06T07:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;50;2019-03-06T08:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;50;2019-03-06T09:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;45.8;2019-03-06T10:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;40.5;2019-03-06T11:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;37;2019-03-06T12:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;36;2019-03-06T13:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;32.94;2019-03-06T14:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;35.99;2019-03-06T15:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;36.17;2019-03-06T16:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;38.38;2019-03-06T17:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;47.81;2019-03-06T18:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;48.28;2019-03-06T19:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;51.93;2019-03-06T20:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;50;2019-03-06T21:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;43.56;2019-03-06T22:00:00+01:00
615;Precio mercado SPOT Intradiario Sesión 4;3;España;36.35;2019-03-06T23:00:00+01:00
